"","Country","Year","Gdp","Gdp_units","Population","Population_units","Total_investment","
                                            Total_invest_units","Gdp_per_cap","Groups","Average_temp","Average_temp_unct","Cereal_yield","CO2_emissions","climate_zone","economic_status","development_status","co2_category","population_category"
"2054","Mozambique",2006,9.177,"U.S. dollars  (Billions)",2108,"Persons  (Millions)","21.595","Percent of GDP",4.3534155597723,16497,24.244,0.280666666666667,779.8,0.09,"Tropical","Low-income","Developing","Low emissions","Large population"
"2055","Mozambique",2007,10.451,"U.S. dollars  (Billions)",21673,"Persons  (Millions)","20.512","Percent of GDP",0.482212891616297,16498,24.0754166666667,0.2785,796.6,0.12,"Tropical","Lower-middle-income","Developing","Low emissions","Large population"
"2056","Mozambique",2008,12.556,"U.S. dollars  (Billions)",22277,"Persons  (Millions)","20.992","Percent of GDP",0.563630650446649,16499,24.14375,0.29425,845.7,0.1,"Tropical","Lower-middle-income","Developing","Low emissions","Large population"
"2057","Mozambique",2009,11.914,"U.S. dollars  (Billions)",22895,"Persons  (Millions)","18.327","Percent of GDP",0.520375627866346,16500,24.2345,0.292916666666667,876.6,NA,"Tropical","Lower-middle-income","Developing","Low emissions","Large population"
"2058","Mozambique",2010,11.105,"U.S. dollars  (Billions)",23532,"Persons  (Millions)","21.94","Percent of GDP",0.471910589835118,16501,23.7635833333333,0.400916666666667,NA,NA,"Tropical","Lower-middle-income","Developing","Low emissions","Large population"
"2059","Namibia",1990,2.568,"U.S. dollars  (Billions)",1345,"Persons  (Millions)","28.754","Percent of GDP",1.9092936802974,16592,21.20925,0.515583333333333,457,0.01,"Tropical","Low-income","Developing","Low emissions","Large population"
"2060","Namibia",1991,2.841,"U.S. dollars  (Billions)",1403,"Persons  (Millions)","15.79","Percent of GDP",2.02494654312188,16593,21.07325,0.717416666666667,547,0.01,"Tropical","Low-income","Developing","Low emissions","Large population"
"2061","Namibia",1992,3.296,"U.S. dollars  (Billions)",1455,"Persons  (Millions)","18.617","Percent of GDP",2.26529209621993,16594,21.1165,0.565833333333333,158.9,0.01,"Tropical","Low-income","Developing","Low emissions","Large population"
"2062","Namibia",1993,3.156,"U.S. dollars  (Billions)",1504,"Persons  (Millions)","14.995","Percent of GDP",2.09840425531915,16595,21.16125,0.538833333333333,356,0.01,"Tropical","Low-income","Developing","Low emissions","Large population"
"2063","Namibia",1994,3.537,"U.S. dollars  (Billions)",1549,"Persons  (Millions)","18.646","Percent of GDP",2.28340865074241,16596,21.3295833333333,0.479416666666667,334.5,0.02,"Tropical","Low-income","Developing","Low emissions","Large population"
"2064","Namibia",1995,3.948,"U.S. dollars  (Billions)",1594,"Persons  (Millions)","19.266","Percent of GDP",2.47678795483061,16597,21.34525,0.591333333333333,205.6,1.05,"Tropical","Low-income","Developing","Low emissions","Large population"
"2065","Namibia",1996,3.954,"U.S. dollars  (Billions)",1643,"Persons  (Millions)","20.684","Percent of GDP",2.40657334144857,16598,20.5886666666667,0.575666666666667,273.9,1.12,"Tropical","Low-income","Developing","Low emissions","Large population"
"2066","Namibia",1997,4.11,"U.S. dollars  (Billions)",1696,"Persons  (Millions)","16.935","Percent of GDP",2.42334905660377,16599,21.2820833333333,0.63325,521.2,1.09,"Tropical","Low-income","Developing","Low emissions","Large population"
"2067","Namibia",1998,3.832,"U.S. dollars  (Billions)",175,"Persons  (Millions)","19.89","Percent of GDP",21.8971428571429,16600,21.5993333333333,0.467,252.8,1.11,"Tropical","Low-income","Developing","Low emissions","Large population"
"2068","Namibia",1999,3.824,"U.S. dollars  (Billions)",1805,"Persons  (Millions)","23.185","Percent of GDP",2.1185595567867,16601,21.0828333333333,0.517083333333333,243.3,0.96,"Tropical","Low-income","Developing","Low emissions","Large population"
"2069","Namibia",2000,3.941,"U.S. dollars  (Billions)",1828,"Persons  (Millions)","19.946","Percent of GDP",2.15590809628009,16602,21.32475,0.638,373.6,0.93,"Tropical","Low-income","Developing","Low emissions","Large population"
"2070","Namibia",2001,3.577,"U.S. dollars  (Billions)",183,"Persons  (Millions)","23.529","Percent of GDP",19.5464480874317,16603,21.3155,0.570666666666667,387.2,1.08,"Tropical","Low-income","Developing","Low emissions","Large population"
"2071","Namibia",2002,3.396,"U.S. dollars  (Billions)",186,"Persons  (Millions)","19.238","Percent of GDP",18.258064516129,16604,21.69075,0.637166666666667,412.5,1.12,"Tropical","Low-income","Developing","Low emissions","Large population"
"2072","Namibia",2003,4.974,"U.S. dollars  (Billions)",1891,"Persons  (Millions)","19.9","Percent of GDP",2.63035430988895,16605,21.9125833333333,0.9325,327.9,1.18,"Tropical","Low-income","Developing","Low emissions","Large population"
"2073","Namibia",2004,6.673,"U.S. dollars  (Billions)",1923,"Persons  (Millions)","19.14","Percent of GDP",3.47009880395216,16606,21.5461666666667,0.818083333333333,388.8,1.22,"Tropical","Low-income","Developing","Low emissions","Large population"
"2074","Namibia",2005,7.324,"U.S. dollars  (Billions)",1957,"Persons  (Millions)","19.665","Percent of GDP",3.74246295350026,16607,21.0536666666667,0.810083333333333,377.2,1.28,"Tropical","Low-income","Developing","Low emissions","Large population"
"2075","Namibia",2006,7.711,"U.S. dollars  (Billions)",1992,"Persons  (Millions)","23.33","Percent of GDP",3.87098393574297,16608,20.9505,0.653833333333333,423.9,1.35,"Tropical","Low-income","Developing","Low emissions","Large population"
"2076","Namibia",2007,8.73,"U.S. dollars  (Billions)",1994,"Persons  (Millions)","24.419","Percent of GDP",4.37813440320963,16609,20.8195833333333,0.603166666666667,481.3,1.39,"Tropical","Low-income","Developing","Low emissions","Large population"
"2077","Namibia",2008,8.496,"U.S. dollars  (Billions)",2024,"Persons  (Millions)","32.297","Percent of GDP",4.19762845849802,16610,21.0105,0.833916666666667,494.9,1.8,"Tropical","Low-income","Developing","Low emissions","Large population"
"2078","Namibia",2009,8.915,"U.S. dollars  (Billions)",2054,"Persons  (Millions)","24.695","Percent of GDP",4.34031158714703,16611,21.1501666666667,0.813333333333333,364.7,NA,"Tropical","Low-income","Developing","Low emissions","Large population"
"2079","Namibia",2010,11.281,"U.S. dollars  (Billions)",2085,"Persons  (Millions)","22.872","Percent of GDP",5.410551558753,16612,17.63625,0.733833333333333,NA,NA,"Temperate","Lower-middle-income","Developing","Low emissions","Large population"
"2080","Nepal",1990,4.442,"U.S. dollars  (Billions)",19617,"Persons  (Millions)","18.454","Percent of GDP",0.226436254269256,16703,15.2819166666667,0.418333333333333,1920,0.03,"Temperate","Low-income","Developing","Low emissions","Large population"
"2081","Nepal",1991,4.861,"U.S. dollars  (Billions)",20131,"Persons  (Millions)","20.708","Percent of GDP",0.241468382097263,16704,15.0685833333333,0.422916666666667,1848.2,0.05,"Temperate","Low-income","Developing","Low emissions","Large population"
"2082","Nepal",1992,4.417,"U.S. dollars  (Billions)",20702,"Persons  (Millions)","21.251","Percent of GDP",0.213361027920008,16705,15.1051666666667,0.428083333333333,1725.9,0.07,"Temperate","Low-income","Developing","Low emissions","Large population"
"2083","Nepal",1993,4.743,"U.S. dollars  (Billions)",21267,"Persons  (Millions)","23.239","Percent of GDP",0.223021582733813,16706,15.40325,0.3635,1858.8,0.07,"Temperate","Low-income","Developing","Low emissions","Large population"
"2084","Nepal",1994,4.954,"U.S. dollars  (Billions)",21795,"Persons  (Millions)","23.074","Percent of GDP",0.227299839412709,16707,15.1705,0.46925,1773,0.08,"Temperate","Low-income","Developing","Low emissions","Large population"
"2085","Nepal",1995,5.379,"U.S. dollars  (Billions)",22306,"Persons  (Millions)","25.579","Percent of GDP",0.241145880032278,16708,15.7295833333333,0.456833333333333,1891.2,0.09,"Temperate","Low-income","Developing","Low emissions","Large population"
"2086","Nepal",1996,5.544,"U.S. dollars  (Billions)",22784,"Persons  (Millions)","27.321","Percent of GDP",0.243328651685393,16709,15.30875,0.412916666666667,1957.8,0.11,"Temperate","Low-income","Developing","Low emissions","Large population"
"2087","Nepal",1997,6.027,"U.S. dollars  (Billions)",23249,"Persons  (Millions)","25.604","Percent of GDP",0.259236956428233,16710,14.6035833333333,0.443916666666667,1946.5,0.12,"Temperate","Low-income","Developing","Low emissions","Large population"
"2088","Nepal",1998,5.992,"U.S. dollars  (Billions)",23703,"Persons  (Millions)","25.208","Percent of GDP",0.252795004851707,16711,16.00525,0.399833333333333,1960.2,0.1,"Temperate","Low-income","Developing","Low emissions","Large population"
"2089","Nepal",1999,6.164,"U.S. dollars  (Billions)",24143,"Persons  (Millions)","21.051","Percent of GDP",0.255312098744978,16712,15.4286666666667,0.3365,2003.1,0.14,"Temperate","Low-income","Developing","Low emissions","Large population"
"2090","Nepal",2000,6.537,"U.S. dollars  (Billions)",2456,"Persons  (Millions)","24.234","Percent of GDP",2.66164495114007,16713,15.61525,0.398333333333333,2136.3,0.13,"Temperate","Low-income","Developing","Low emissions","Large population"
"2091","Nepal",2001,6.719,"U.S. dollars  (Billions)",24956,"Persons  (Millions)","24.256","Percent of GDP",0.269233851578779,16714,15.5335,0.3365,2176.9,0.14,"Temperate","Low-income","Developing","Low emissions","Large population"
"2092","Nepal",2002,6.816,"U.S. dollars  (Billions)",25332,"Persons  (Millions)","22.508","Percent of GDP",0.269066792989105,16715,15.5441666666667,0.370083333333333,2170.7,0.11,"Temperate","Low-income","Developing","Low emissions","Large population"
"2093","Nepal",2003,7.218,"U.S. dollars  (Billions)",25683,"Persons  (Millions)","23.615","Percent of GDP",0.281041934353463,16716,15.6740833333333,0.4015,2205.9,0.11,"Temperate","Low-income","Developing","Low emissions","Large population"
"2094","Nepal",2004,8.297,"U.S. dollars  (Billions)",26004,"Persons  (Millions)","26.453","Percent of GDP",0.319066297492693,16717,15.6125833333333,0.395666666666667,2316.4,0.1,"Temperate","Low-income","Developing","Low emissions","Large population"
"2095","Nepal",2005,9.331,"U.S. dollars  (Billions)",26285,"Persons  (Millions)","28.04","Percent of GDP",0.354993342210386,16718,15.8646666666667,0.347,2316.7,0.12,"Temperate","Low-income","Developing","Low emissions","Large population"
"2096","Nepal",2006,10.316,"U.S. dollars  (Billions)",26519,"Persons  (Millions)","28.58","Percent of GDP",0.389004110260568,16719,15.5938333333333,0.414083333333333,2278.5,0.12,"Temperate","Lower-middle-income","Developing","Low emissions","Large population"
"2097","Nepal",2007,11.777,"U.S. dollars  (Billions)",26714,"Persons  (Millions)","30.272","Percent of GDP",0.440854982406229,16720,15.706,0.395166666666667,2218,0.12,"Temperate","Lower-middle-income","Developing","Low emissions","Large population"
"2098","Nepal",2008,14.31,"U.S. dollars  (Billions)",26882,"Persons  (Millions)","31.898","Percent of GDP",0.532326463804776,16721,15.7250833333333,0.426416666666667,2361.1,0.12,"Temperate","Lower-middle-income","Developing","Low emissions","Large population"
"2099","Nepal",2009,14.663,"U.S. dollars  (Billions)",27027,"Persons  (Millions)","32.962","Percent of GDP",0.542531542531543,16722,15.9421666666667,0.414333333333333,2373.9,NA,"Temperate","Lower-middle-income","Developing","Low emissions","Large population"
"2100","Nepal",2010,18.253,"U.S. dollars  (Billions)",27162,"Persons  (Millions)","38.953","Percent of GDP",0.672005006995067,16723,14.2088333333333,0.39775,NA,NA,"Temperate","Lower-middle-income","Developing","Low emissions","Large population"
"2101","Netherlands",1990,321.405,"U.S. dollars  (Billions)",14893,"Persons  (Millions)","24.226","Percent of GDP",21.5809440676828,16925,10.1541666666667,0.228,6958.6,10.98,"Temperate","High-income","Developed","High emissions","Large population"
"2102","Netherlands",1991,331.097,"U.S. dollars  (Billions)",1501,"Persons  (Millions)","23.373","Percent of GDP",220.584277148568,16926,10.0486666666667,0.201833333333333,7008.4,11.46,"Temperate","High-income","Developed","High emissions","Large population"
"2103","Netherlands",1992,366.004,"U.S. dollars  (Billions)",15129,"Persons  (Millions)","23.309","Percent of GDP",24.1922136294534,16927,10.5948333333333,0.265083333333333,7459.2,11.08,"Temperate","High-income","Developed","High emissions","Large population"
"2104","Netherlands",1993,355.931,"U.S. dollars  (Billions)",15239,"Persons  (Millions)","21.466","Percent of GDP",23.356585077761,16928,9.93525,0.200166666666667,7998.3,11.27,"Cold","High-income","Developed","High emissions","Large population"
"2105","Netherlands",1994,382.55,"U.S. dollars  (Billions)",15342,"Persons  (Millions)","21.687","Percent of GDP",24.9348194498762,16929,10.971,0.191583333333333,7164.4,11.23,"Temperate","High-income","Developed","High emissions","Large population"
"2106","Netherlands",1995,452.71,"U.S. dollars  (Billions)",15424,"Persons  (Millions)","21.728","Percent of GDP",29.3510114107884,16930,9.57325,0.1935,7769.2,11.4,"Cold","High-income","Developed","High emissions","Large population"
"2107","Netherlands",1996,450.625,"U.S. dollars  (Billions)",15494,"Persons  (Millions)","22.561","Percent of GDP",29.0838389053827,16931,9.52633333333333,0.1735,8292.8,12.01,"Cold","High-income","Developed","High emissions","Large population"
"2108","Netherlands",1997,417.329,"U.S. dollars  (Billions)",15567,"Persons  (Millions)","22.843","Percent of GDP",26.8085694096486,16932,10.86525,0.185583333333333,7176.1,11.42,"Temperate","High-income","Developed","High emissions","Large population"
"2109","Netherlands",1998,438.61,"U.S. dollars  (Billions)",15654,"Persons  (Millions)","22.944","Percent of GDP",28.0190366679443,16933,10.2904166666667,0.169083333333333,7307,11.17,"Temperate","High-income","Developed","High emissions","Large population"
"2110","Netherlands",1999,447.493,"U.S. dollars  (Billions)",1576,"Persons  (Millions)","23.217","Percent of GDP",283.942258883249,16934,11.1979166666667,0.196833333333333,7469.7,10.31,"Temperate","High-income","Developed","High emissions","Large population"
"2111","Netherlands",2000,417.664,"U.S. dollars  (Billions)",15864,"Persons  (Millions)","22.57","Percent of GDP",26.3277861825517,16935,10.7265,0.207833333333333,7905.5,10.38,"Temperate","High-income","Developed","High emissions","Large population"
"2112","Netherlands",2001,431.59,"U.S. dollars  (Billions)",15987,"Persons  (Millions)","22.718","Percent of GDP",26.9963095014699,16936,11.09,0.204416666666667,7280.4,10.42,"Temperate","High-income","Developed","High emissions","Large population"
"2113","Netherlands",2002,473.527,"U.S. dollars  (Billions)",16105,"Persons  (Millions)","21.009","Percent of GDP",29.4024837007141,16937,10.4501666666667,0.18375,7690.7,10.67,"Temperate","High-income","Developed","High emissions","Large population"
"2114","Netherlands",2003,579.925,"U.S. dollars  (Billions)",16193,"Persons  (Millions)","20.488","Percent of GDP",35.813314395109,16938,10.9081666666667,0.246166666666667,8324.4,10.79,"Temperate","High-income","Developed","High emissions","Large population"
"2115","Netherlands",2004,658.081,"U.S. dollars  (Billions)",16258,"Persons  (Millions)","20.321","Percent of GDP",40.4773649895436,16939,10.5838333333333,0.203833333333333,8410.8,10.87,"Temperate","High-income","Developed","High emissions","Large population"
"2116","Netherlands",2005,685.727,"U.S. dollars  (Billions)",16306,"Persons  (Millions)","20.454","Percent of GDP",42.0536612289955,16940,10.3455,0.1885,8203.8,10.55,"Temperate","High-income","Developed","High emissions","Large population"
"2117","Netherlands",2006,733.994,"U.S. dollars  (Billions)",16334,"Persons  (Millions)","21.024","Percent of GDP",44.936574017387,16941,12.3715,0.209166666666667,7854.1,10.21,"Temperate","High-income","Developed","High emissions","Large population"
"2118","Netherlands",2007,848.659,"U.S. dollars  (Billions)",16358,"Persons  (Millions)","23.349","Percent of GDP",51.8803643477198,16942,11.0998333333333,0.195833333333333,7157.7,10.53,"Temperate","High-income","Developed","High emissions","Large population"
"2119","Netherlands",2008,951.766,"U.S. dollars  (Billions)",16405,"Persons  (Millions)","22.331","Percent of GDP",58.016824138982,16943,10.2070833333333,0.183166666666667,8331.9,10.57,"Temperate","High-income","Developed","High emissions","Large population"
"2120","Netherlands",2009,870.572,"U.S. dollars  (Billions)",16486,"Persons  (Millions)","20.721","Percent of GDP",52.806745117069,16944,10.4256666666667,0.212166666666667,9032.1,NA,"Temperate","High-income","Developed","Low emissions","Large population"
"2121","Netherlands",2010,848.073,"U.S. dollars  (Billions)",16575,"Persons  (Millions)","20.222","Percent of GDP",51.1657918552036,16945,14.744,0.308166666666667,NA,NA,"Temperate","High-income","Developed","Low emissions","Large population"
"2122","New Zealand",1990,45.773,"U.S. dollars  (Billions)",3406,"Persons  (Millions)","21.392","Percent of GDP",13.4389312977099,17147,11.0361666666667,0.30425,5033.9,6.97,"Temperate","Lower-middle-income","Developing","Medium emissions","Large population"
"2123","New Zealand",1991,43.438,"U.S. dollars  (Billions)",3496,"Persons  (Millions)","17.141","Percent of GDP",12.425057208238,17148,10.3394166666667,0.252833333333333,5304.7,7,"Temperate","Lower-middle-income","Developing","Medium emissions","Large population"
"2124","New Zealand",1992,41.53,"U.S. dollars  (Billions)",3533,"Persons  (Millions)","18.536","Percent of GDP",11.7548825360883,17149,9.86066666666667,0.308083333333333,5440.3,7.41,"Cold","Lower-middle-income","Developing","Medium emissions","Large population"
"2125","New Zealand",1993,44.797,"U.S. dollars  (Billions)",3574,"Persons  (Millions)","20.909","Percent of GDP",12.5341354224958,17150,10.51325,0.345,5414.9,7.14,"Temperate","Lower-middle-income","Developing","Medium emissions","Large population"
"2126","New Zealand",1994,52.901,"U.S. dollars  (Billions)",3622,"Persons  (Millions)","22.379","Percent of GDP",14.6054665930425,17151,10.5994166666667,0.27775,5782.4,7.3,"Temperate","Upper-middle-income","Developing","Medium emissions","Large population"
"2127","New Zealand",1995,62.263,"U.S. dollars  (Billions)",3676,"Persons  (Millions)","23.321","Percent of GDP",16.9377040261153,17152,10.796,0.253083333333333,5209.4,7.32,"Temperate","Upper-middle-income","Developing","Medium emissions","Large population"
"2128","New Zealand",1996,69.095,"U.S. dollars  (Billions)",3734,"Persons  (Millions)","23.443","Percent of GDP",18.5042849491162,17153,10.5873333333333,0.22875,5871.7,7.96,"Temperate","Upper-middle-income","Developing","Medium emissions","Large population"
"2129","New Zealand",1997,68.863,"U.S. dollars  (Billions)",3783,"Persons  (Millions)","23.165","Percent of GDP",18.2032778218345,17154,11.0006666666667,0.290333333333333,5874.2,8.21,"Temperate","Upper-middle-income","Developing","Medium emissions","Large population"
"2130","New Zealand",1998,56.813,"U.S. dollars  (Billions)",3816,"Persons  (Millions)","21.066","Percent of GDP",14.8881027253669,17155,11.6795833333333,0.248833333333333,6272.1,7.88,"Temperate","Upper-middle-income","Developing","Medium emissions","Large population"
"2131","New Zealand",1999,58.892,"U.S. dollars  (Billions)",3837,"Persons  (Millions)","22.577","Percent of GDP",15.3484493093563,17156,11.1948333333333,0.233583333333333,6168.5,8.23,"Temperate","Upper-middle-income","Developing","Medium emissions","Large population"
"2132","New Zealand",2000,54.126,"U.S. dollars  (Billions)",386,"Persons  (Millions)","22.638","Percent of GDP",140.222797927461,17157,11.1395833333333,0.228,6277.7,8.48,"Temperate","Upper-middle-income","Developed","Medium emissions","Large population"
"2133","New Zealand",2001,53.128,"U.S. dollars  (Billions)",3887,"Persons  (Millions)","21.799","Percent of GDP",13.6681245176228,17158,11.2209166666667,0.242,6485.6,8.81,"Temperate","Upper-middle-income","Developing","Medium emissions","Large population"
"2134","New Zealand",2002,62.061,"U.S. dollars  (Billions)",3951,"Persons  (Millions)","23.376","Percent of GDP",15.707668944571,17159,10.9763333333333,0.263083333333333,6459.4,8.52,"Temperate","Upper-middle-income","Developing","Medium emissions","Large population"
"2135","New Zealand",2003,82.411,"U.S. dollars  (Billions)",4028,"Persons  (Millions)","23.627","Percent of GDP",20.4595332671301,17160,10.867,0.3105,6947.5,8.37,"Temperate","Upper-middle-income","Developed","Medium emissions","Large population"
"2136","New Zealand",2004,101.601,"U.S. dollars  (Billions)",4089,"Persons  (Millions)","25.313","Percent of GDP",24.8473954512106,17161,10.6885,0.225916666666667,7231.4,8.21,"Temperate","Upper-middle-income","Developed","Medium emissions","Large population"
"2137","New Zealand",2005,113.264,"U.S. dollars  (Billions)",4136,"Persons  (Millions)","25.455","Percent of GDP",27.384912959381,17162,11.1575833333333,0.230583333333333,7477.6,8.07,"Temperate","Upper-middle-income","Developed","Medium emissions","Large population"
"2138","New Zealand",2006,109.739,"U.S. dollars  (Billions)",4185,"Persons  (Millions)","23.85","Percent of GDP",26.2219832735962,17163,10.85975,0.244666666666667,7112.2,8.02,"Temperate","Upper-middle-income","Developed","Medium emissions","Large population"
"2139","New Zealand",2007,134.879,"U.S. dollars  (Billions)",4226,"Persons  (Millions)","24.797","Percent of GDP",31.9164694746806,17164,11.2189166666667,0.204583333333333,7916.4,7.79,"Temperate","Upper-middle-income","Developed","Medium emissions","Large population"
"2140","New Zealand",2008,135.373,"U.S. dollars  (Billions)",4262,"Persons  (Millions)","23.703","Percent of GDP",31.7627874237447,17165,10.9991666666667,0.248083333333333,7379.7,7.75,"Temperate","Upper-middle-income","Developed","Medium emissions","Large population"
"2141","New Zealand",2009,121.701,"U.S. dollars  (Billions)",4305,"Persons  (Millions)","19.586","Percent of GDP",28.2696864111498,17166,10.70525,0.237833333333333,6923.9,NA,"Temperate","Upper-middle-income","Developing","Low emissions","Large population"
"2142","New Zealand",2010,145.362,"U.S. dollars  (Billions)",4353,"Persons  (Millions)","20.33","Percent of GDP",33.3935217091661,17167,13.7940833333333,0.494166666666667,NA,NA,"Temperate","Upper-middle-income","Developed","Low emissions","Large population"
"2143","Nicaragua",1990,0.519,"U.S. dollars  (Billions)",NA,"Persons  (Millions)",NA,"Percent of GDP",Inf,17258,26.53075,0.34,1524.4,0.64,"Tropical","Low-income","Developed","Low emissions","Small population"
"2144","Nicaragua",1991,3.678,"U.S. dollars  (Billions)",NA,"Persons  (Millions)","16.397","Percent of GDP",Inf,17259,26.66725,0.302416666666667,1417.1,0.49,"Tropical","Low-income","Developing","Low emissions","Small population"
"2145","Nicaragua",1992,3.894,"U.S. dollars  (Billions)",NA,"Persons  (Millions)","14.677","Percent of GDP",Inf,17260,26.6789166666667,0.40675,1688,0.58,"Tropical","Low-income","Developing","Low emissions","Small population"
"2146","Nicaragua",1993,3.726,"U.S. dollars  (Billions)",NA,"Persons  (Millions)","14.145","Percent of GDP",Inf,17261,26.6498333333333,0.342916666666667,1787.1,0.52,"Tropical","Low-income","Developing","Low emissions","Small population"
"2147","Nicaragua",1994,3.861,"U.S. dollars  (Billions)",4299,"Persons  (Millions)","17.35","Percent of GDP",0.898115840893231,17262,26.9976666666667,0.374916666666667,1725.2,0.56,"Tropical","Low-income","Developing","Low emissions","Large population"
"2148","Nicaragua",1995,4.14,"U.S. dollars  (Billions)",4427,"Persons  (Millions)","19.294","Percent of GDP",0.935170544386718,17263,26.6768333333333,0.378833333333333,1681.3,0.61,"Tropical","Low-income","Developing","Low emissions","Large population"
"2149","Nicaragua",1996,4.308,"U.S. dollars  (Billions)",4549,"Persons  (Millions)","22.131","Percent of GDP",0.947021323367773,17264,26.452,0.344,1689.3,0.62,"Tropical","Low-income","Developing","Low emissions","Large population"
"2150","Nicaragua",1997,4.39,"U.S. dollars  (Billions)",4669,"Persons  (Millions)","25.158","Percent of GDP",0.940244163632469,17265,27.4215,0.391583333333333,1686.4,0.65,"Tropical","Low-income","Developing","Low emissions","Large population"
"2151","Nicaragua",1998,4.635,"U.S. dollars  (Billions)",4763,"Persons  (Millions)","25.107","Percent of GDP",0.973126180978375,17266,27.0294166666667,0.311916666666667,1706.4,0.7,"Tropical","Low-income","Developing","Low emissions","Large population"
"2152","Nicaragua",1999,4.856,"U.S. dollars  (Billions)",4859,"Persons  (Millions)","33.003","Percent of GDP",0.999382589010084,17267,26.40925,0.321166666666667,1634,0.73,"Tropical","Low-income","Developing","Low emissions","Large population"
"2153","Nicaragua",2000,5.109,"U.S. dollars  (Billions)",4957,"Persons  (Millions)","26.953","Percent of GDP",1.03066370788784,17268,26.3403333333333,0.311916666666667,1687.7,0.72,"Tropical","Low-income","Developing","Low emissions","Large population"
"2154","Nicaragua",2001,5.335,"U.S. dollars  (Billions)",5059,"Persons  (Millions)","25.355","Percent of GDP",1.05455623641036,17269,26.5448333333333,0.276166666666667,1692.8,0.74,"Tropical","Low-income","Developing","Low emissions","Large population"
"2155","Nicaragua",2002,5.224,"U.S. dollars  (Billions)",5162,"Persons  (Millions)","22.029","Percent of GDP",1.01201084850833,17270,26.7791666666667,0.318916666666667,1731.9,0.73,"Tropical","Low-income","Developing","Low emissions","Large population"
"2156","Nicaragua",2003,5.322,"U.S. dollars  (Billions)",5268,"Persons  (Millions)","22.074","Percent of GDP",1.01025056947608,17271,26.8354166666667,0.324333333333333,1860.2,0.78,"Tropical","Low-income","Developing","Low emissions","Large population"
"2157","Nicaragua",2004,5.793,"U.S. dollars  (Billions)",5375,"Persons  (Millions)","24.057","Percent of GDP",1.07776744186047,17272,26.8031666666667,0.254666666666667,1798.1,0.77,"Tropical","Low-income","Developing","Low emissions","Large population"
"2158","Nicaragua",2005,6.321,"U.S. dollars  (Billions)",5483,"Persons  (Millions)","25.99","Percent of GDP",1.15283603866496,17273,26.7486666666667,0.258,1778.6,0.73,"Tropical","Low-income","Developing","Low emissions","Large population"
"2159","Nicaragua",2006,6.764,"U.S. dollars  (Billions)",5523,"Persons  (Millions)","28.253","Percent of GDP",1.22469672279558,17274,27.0966666666667,0.294833333333333,1902.2,0.77,"Tropical","Low-income","Developing","Low emissions","Large population"
"2160","Nicaragua",2007,7.423,"U.S. dollars  (Billions)",5596,"Persons  (Millions)","31.304","Percent of GDP",1.32648320228735,17275,26.6531666666667,0.3395,1822.4,0.81,"Tropical","Low-income","Developing","Low emissions","Large population"
"2161","Nicaragua",2008,8.497,"U.S. dollars  (Billions)",5669,"Persons  (Millions)","33.602","Percent of GDP",1.49885341330041,17276,26.2975,0.245833333333333,1811,0.77,"Tropical","Low-income","Developing","Low emissions","Large population"
"2162","Nicaragua",2009,8.297,"U.S. dollars  (Billions)",577,"Persons  (Millions)","23.2","Percent of GDP",14.3795493934142,17277,27.0126666666667,0.338083333333333,2076.7,NA,"Tropical","Low-income","Developing","Low emissions","Large population"
"2163","Nicaragua",2010,8.759,"U.S. dollars  (Billions)",5843,"Persons  (Millions)","24.84","Percent of GDP",1.4990587027212,17278,25.656,0.581583333333333,NA,NA,"Tropical","Low-income","Developing","Low emissions","Large population"
"2164","Niger",1990,3.491,"U.S. dollars  (Billions)",8019,"Persons  (Millions)","11.355","Percent of GDP",0.435341064970695,17369,28.4929166666667,0.526416666666667,310.2,0.11,"Tropical","Low-income","Developing","Low emissions","Large population"
"2165","Niger",1991,3.271,"U.S. dollars  (Billions)",8282,"Persons  (Millions)","12.146","Percent of GDP",0.394952909925139,17370,27.4600833333333,0.419166666666667,361.6,0.1,"Tropical","Low-income","Developing","Low emissions","Large population"
"2166","Niger",1992,3.372,"U.S. dollars  (Billions)",8564,"Persons  (Millions)","8.538","Percent of GDP",0.393741242410089,17371,27.1835833333333,0.47425,298.3,0.09,"Tropical","Low-income","Developing","Low emissions","Large population"
"2167","Niger",1993,3.041,"U.S. dollars  (Billions)",8861,"Persons  (Millions)","6.556","Percent of GDP",0.343189256291615,17372,27.9670833333333,0.58325,292.5,0.1,"Tropical","Low-income","Developing","Low emissions","Large population"
"2168","Niger",1994,1.935,"U.S. dollars  (Billions)",9171,"Persons  (Millions)","13.027","Percent of GDP",0.21099116781158,17373,27.1535,0.590333333333333,349.1,0.1,"Tropical","Low-income","Developing","Low emissions","Large population"
"2169","Niger",1995,2.296,"U.S. dollars  (Billions)",949,"Persons  (Millions)","12.075","Percent of GDP",2.41938883034773,17374,28.5141666666667,0.406333333333333,291.3,0.1,"Tropical","Low-income","Developing","Low emissions","Large population"
"2170","Niger",1996,2.397,"U.S. dollars  (Billions)",9827,"Persons  (Millions)","14.721","Percent of GDP",0.243919812760761,17375,27.6479166666667,0.586,311.2,0.11,"Tropical","Low-income","Developing","Low emissions","Large population"
"2171","Niger",1997,2.285,"U.S. dollars  (Billions)",10178,"Persons  (Millions)","13.679","Percent of GDP",0.224503831794066,17376,28.1808333333333,0.450416666666667,267.9,0.1,"Tropical","Low-income","Developing","Low emissions","Large population"
